worker_id,mobile,skill,level,origin_state,origin_district,monthly_income,payment_mode,signup-latitude,signup-longitude,signup-date
257,9477056853,Plastering,Junior,GUJARAT,Dahod,9000,cash,23.0583628,72.5047686,2020-11-04
258,5759698663,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0577509,72.5025501,2020-11-04
259,3851123484,Mason,Junior,RAJASTHAN,Dungarpur,9000,cash,23.05483,72.5021803,2020-11-04
260,8946790483,Factory Labour,Junior,MADHYA PRADESH,Bhind,10000,cash,22.9571298,72.5835143,2020-11-04
261,7500814166,Mason,Junior,RAJASTHAN,Dungarpur,9000,cash,23.0577509,72.5025501,2020-11-04
262,1676251573,Mason,Senior,RAJASTHAN,Dungarpur,15000,cash,23.05406,72.4982513,2020-11-04
263,8664432941,Formwork,Junior,GUJARAT,Panchmahal,12000,cash,23.0565734,72.498392,2020-11-04
264,6280049694,Mason,Junior,RAJASTHAN,Dungarpur,9000,cash,23.0577509,72.5025501,2020-11-04
265,9351260338,Formwork,Senior,WEST BENGAL,Malda,9000,cash,23.059994,72.5388079,2020-11-04
266,7047314019,Formwork,Junior,GUJARAT,Panchmahal,12000,cash,23.0586807,72.5043989,2020-11-04
267,3660371142,Labourer,Senior,WEST BENGAL,Malda,12000,cash,23.0582438,72.5406693,2020-11-04
268,2227924025,Mason,Junior,RAJASTHAN,Banswara,9000,cash,22.9558147,72.5846233,2020-11-04
269,5168884245,Formwork,Senior,UTTAR PRADESH,Sambhal,12000,cash,23.0597978,72.5387636,2020-11-05
270,7568517219,Mason,Junior,RAJASTHAN,Banswara,7000,cash,22.9568758,72.5844331,2020-11-05
271,8103309990,Formwork,Junior,WEST BENGAL,Malda,10000,cash,23.0614394,72.5406283,2020-11-05
272,7976918027,Mason,Junior,RAJASTHAN,Banswara,9000,cash,23.0587334,72.4921967,2020-11-05
273,5795790309,Loader-Machine,Junior,RAJASTHAN,Jalor,12000,cash,23.0328851,72.5993502,2020-11-05
274,1271024602,Formwork,Senior,UTTAR PRADESH,Siddharthnagar,12000,cash,23.0598617,72.5387939,2020-11-05
275,5190403927,Formwork,Senior,UTTAR PRADESH,Kushinagar,15000,cash,23.0611612,72.5413356,2020-11-05
276,4271532622,Carpenter,Senior,GUJARAT,Vadodara,8000,cash,23.0419826,72.5296261,2020-11-05
277,9285805802,Factory Labour,Junior,UTTAR PRADESH,Faizabad,10000,cash,22.954693,72.5842536,2020-11-05
278,2145015022,Mason,Junior,RAJASTHAN,Banswara,9000,cash,23.055705,72.4940456,2020-11-05
279,7086205723,Formwork,Senior,UTTAR PRADESH,Siddharthnagar,12000,cash,23.056624,72.5393013,2020-11-05
280,7670171370,Formwork,Senior,UTTAR PRADESH,Kushinagar,25000,cash,23.0610541,72.5405961,2020-11-05
281,9177959080,Labourer,Senior,MADHYA PRADESH,Jhabua,6000,cash,23.0409955,72.5324987,2020-11-05
282,3265946582,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0580869,72.5055081,2020-11-05
283,5190403927,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0495399,72.4999618,2020-11-05
284,8889438946,Labourer,Junior,GUJARAT,Dahod,9000,cash,23.0528444,72.4973735,2020-11-05
285,3796187883,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0536902,72.4984827,2020-11-06
286,5101417587,Factory Labour,Senior,UTTAR PRADESH,Hamirpur,12000,bank,22.9579895,72.58795,2020-11-06
287,9524045287,Carpenter,Senior,UTTAR PRADESH,Kushinagar,15000,cash,23.0195009,72.5289248,2020-11-06
288,8573692112,Labourer,Junior,MADHYA PRADESH,Jhabua,8000,cash,23.041976,72.5296262,2020-11-06
289,9573032803,Carpenter,Senior,BIHAR,Katihar,10000,cash,23.0195009,72.5289248,2020-11-06
290,8946790483,Plumber,Senior,ODISHA,Kendrapara,12000,cash,23.0536664,72.5014408,2020-11-06
291,9688811230,Mason,Junior,GUJARAT,Dahod,4000,cash,23.0540433,72.4982401,2020-11-06
292,7856406019,Carpenter,Senior,GUJARAT,Vadodara,21000,cash,23.041976,72.5296262,2020-11-06
293,2176681320,Carpenter,Senior,UTTAR PRADESH,Deoria,17000,cash,23.0195009,72.5289248,2020-11-06
294,3225465301,Mason,Junior,RAJASTHAN,Banswara,7000,cash,22.9564328,72.5843081,2020-11-06
295,1565204122,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9732585,72.5863083,2020-11-06
296,5159739411,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9732585,72.5863083,2020-11-06
297,6434570856,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9730917,72.5859518,2020-11-06
298,4183938167,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9730917,72.5859518,2020-11-06
299,5159564805,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9732585,72.5863083,2020-11-06
300,1721682311,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9732585,72.5863083,2020-11-06
301,5557965202,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9730917,72.5859518,2020-11-06
302,8030941273,Labourer,Senior,BIHAR,Purba Champaran,12000,cash,22.9730917,72.5859518,2020-11-06
303,6110879570,Labourer,Junior,RAJASTHAN,Banswara,11000,cash,22.9564163,72.584348,2020-11-06
304,4735624717,Mason,Senior,RAJASTHAN,Dungarpur,19000,cash,23.055705,72.4940456,2020-11-06
305,9239197963,Mason,Junior,GUJARAT,Ahmadabad,4000,cash,23.05405,72.4982486,2020-11-06
306,4342988133,Mason,Junior,GUJARAT,Mahesana,9000,cash,23.06136,72.4899781,2020-11-06
307,2210111570,Labourer,Junior,GUJARAT,Vadodara,10000,cash,23.0419972,72.5295716,2020-11-06
308,7059717054,Mason,Senior,RAJASTHAN,Dungarpur,19000,cash,23.0606403,72.4899781,2020-11-06
309,2247500921,Labourer,Senior,RAJASTHAN,Dungarpur,19000,cash,23.0606403,72.4899781,2020-11-06
310,7743902032,Formwork,Senior,BIHAR,Katihar,18000,cash,23.0195009,72.5289248,2020-11-06
311,6659358342,Mason,Senior,GUJARAT,Dahod,15000,cash,22.9558671,72.5849083,2020-11-06
312,4641894837,Mason,Senior,GUJARAT,Dahod,12000,cash,22.9568891,72.5844345,2020-11-06
313,2554662549,Factory Labour,Senior,UTTAR PRADESH,Ambedkar Nagar,12000,cash,22.9550947,72.5846233,2020-11-06
314,1440552748,Mason,Senior,GUJARAT,Dahod,12000,cash,23.0529047,72.5010711,2020-11-06
315,8946790483,Mason,Junior,GUJARAT,Dahod,6000,cash,22.9560884,72.5846325,2020-11-06
316,6238201924,Mason,Senior,RAJASTHAN,Dungarpur,19000,cash,23.0771509,72.4896083,2020-11-06
317,7971663349,Labourer,Senior,RAJASTHAN,Dungarpur,19000,cash,23.0771509,72.4896083,2020-11-06
318,4074751068,Mason,Senior,GUJARAT,Dahod,12000,cash,23.0540572,72.4982388,2020-11-06
319,7997741935,Loader-Machine,Junior,RAJASTHAN,Rajsamand,12000,cash,23.0387129,72.5926281,2020-11-06
320,5754510376,Mason,Junior,GUJARAT,Dahod,9000,cash,23.054649,72.4910874,2020-11-06
321,6659281152,Labourer,Junior,GUJARAT,Dahod,9000,cash,23.054649,72.4910874,2020-11-06
322,4120798179,Mason,Senior,BIHAR,Araria,30000,cash,23.0195009,72.5289248,2020-11-06
323,8860339292,Factory Labour,Junior,UTTAR PRADESH,Ambedkar Nagar,6000,cash,22.9550947,72.5846233,2020-11-06
324,8559603585,Mason,Junior,GUJARAT,Ahmadabad,9000,cash,23.0539002,72.5003316,2020-11-06
325,4079566943,Mason,Senior,RAJASTHAN,Dungarpur,19000,cash,23.0756695,72.4892385,2020-11-06
326,9294152682,Factory Labour,Junior,UTTAR PRADESH,Siddharthnagar,6500,cash,22.955898,72.5853625,2020-11-06
327,7213167178,Factory Labour,Junior,UTTAR PRADESH,Ambedkar Nagar,10000,cash,22.9550947,72.5846233,2020-11-06
328,5541968556,Mason,Junior,RAJASTHAN,Dungarpur,9000,cash,23.0587334,72.4921967,2020-11-06
329,9945532068,Labourer,Junior,MADHYA PRADESH,Shivpuri,10000,cash,23.0195009,72.5289248,2020-11-06
330,8254457245,Factory Labour,Senior,UTTAR PRADESH,Azamgarh,10000,cash,22.9665317,72.583884,2020-11-07
331,5945490899,Formwork,Senior,UTTAR PRADESH,Chandauli,14000,cash,23.0212171,72.5358261,2020-11-07
332,2328660467,Labourer,Senior,RAJASTHAN,Dungarpur,12000,cash,23.0212171,72.5358261,2020-11-07
333,5602926009,Labourer,Junior,RAJASTHAN,Dungarpur,10000,cash,23.0212171,72.5358261,2020-11-07
334,8201521466,Factory Labour,Junior,GUJARAT,Patan,11500,bank,22.956774,72.5816509,2020-11-08
335,1822651611,Factory Labour,Senior,GUJARAT,Anand,7000,cash,22.9576416,72.5816661,2020-11-08
336,8946790483,Factory Labour,Senior,UTTAR PRADESH,Jalaun,18000,cash,22.9571298,72.5835143,2020-11-09
337,2833745568,Factory Labour,Junior,UTTAR PRADESH,Basti,9000,cash,22.9567428,72.5816286,2020-11-09
338,4716111451,Factory Labour,Senior,UTTAR PRADESH,Kanpur Nagar,6000,cash,22.9549697,72.5835143,2020-11-09
339,2779677704,Factory Labour,Senior,GUJARAT,Patan,13000,cash,22.9549281,72.5831447,2020-11-09
340,8067183240,Factory Labour,Senior,BIHAR,Bhojpur,30000,cash,22.9560891,72.5846301,2020-11-09
341,7059717054,Mason,Junior,RAJASTHAN,Banswara,9000,cash,22.9560886,72.5846326,2020-11-09
342,4142293920,Mason,Senior,RAJASTHAN,Banswara,7000,cash,22.9568586,72.5844358,2020-11-09
343,4438711577,Mason,Senior,RAJASTHAN,Alwar,12000,cash,22.9568623,72.5844308,2020-11-10
344,6005446036,Mason,Senior,RAJASTHAN,Bharatpur,20000,cash,22.9561146,72.5846253,2020-11-10
345,5060013482,Mason,Senior,RAJASTHAN,Alwar,15000,cash,22.9569401,72.5843873,2020-11-10
346,9111230876,Mason,Senior,RAJASTHAN,Alwar,15000,cash,22.9561146,72.5846253,2020-11-10
347,1164553805,Labourer,Senior,RAJASTHAN,Alwar,15000,cash,22.9561146,72.5846253,2020-11-10
348,8090425218,Mason,Senior,RAJASTHAN,Alwar,15000,cash,22.9569104,72.5844153,2020-11-10
349,5752321085,Labourer,Senior,RAJASTHAN,Alwar,30000,cash,22.9569104,72.5844153,2020-11-10
350,8575154459,Mason,Senior,RAJASTHAN,Banswara,12000,cash,22.9568711,72.5844344,2020-11-10
351,2474282343,Carpenter,Senior,BIHAR,Katihar,15000,cash,23.0159819,72.5690979,2020-11-11
352,2175430844,Mason,Junior,RAJASTHAN,Banswara,9000,cash,22.9568772,72.5844291,2020-11-11
353,9091833124,Mason,Senior,GUJARAT,Surendranagar,10000,cash,22.9568884,72.5844274,2020-11-11
354,7426810178,Mason,Senior,RAJASTHAN,Banswara,12000,cash,22.9568884,72.5844274,2020-11-11
355,8066298042,Mason,Senior,WEST BENGAL,Malda,20000,cash,23.0212171,72.5358261,2020-11-12
356,7059717054,Mason,Junior,RAJASTHAN,Banswara,8000,cash,22.9568794,72.5844288,2020-11-12
357,6375556678,Mason,Senior,WEST BENGAL,Malda,20000,cash,23.0212171,72.5358261,2020-11-12
358,1928509999,Labourer,Senior,BIHAR,Muzaffarpur,10000,cash,23.0212171,72.5358261,2020-11-12
359,4330679268,Tiling,Senior,RAJASTHAN,Alwar,9000,cash,22.9568527,72.5844394,2020-11-12
360,2114874757,Labourer,Senior,GUJARAT,Dahod,21000,cash,23.0611907,72.541432,2020-10-01
361,1232970111,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0610691,72.5414065,2020-10-01
362,8301907657,Labourer,Junior,GUJARAT,Dahod,9000,cash,23.0597875,72.5387433,2020-10-01
363,3165304585,Mason,Junior,RAJASTHAN,Banswara,9000,cash,23.0596967,72.5385863,2020-10-01
364,6518015250,Formwork,Senior,UTTAR PRADESH,Basti,12000,cash,23.0581893,72.5376856,2020-10-01
365,1819108060,Carpenter,Senior,MADHYA PRADESH,Jhabua,13000,cash,23.0398587,72.5291304,2020-10-01
366,1223898914,Formwork,Senior,UTTAR PRADESH,Basti,12000,cash,23.0575754,72.5391852,2020-10-02
367,5720500630,Formwork,Senior,UTTAR PRADESH,Basti,12000,cash,23.0577917,72.5401337,2020-10-02
368,1808147511,Carpenter,Senior,MADHYA PRADESH,Jhabua,9000,cash,23.0420999,72.529541,2020-10-02
369,1973318108,Formwork,Senior,UTTAR PRADESH,Kushinagar,12000,cash,23.0564427,72.5392716,2020-10-02
370,7895758809,Carpenter,Senior,MADHYA PRADESH,Jhabua,12000,cash,23.0419495,72.5313896,2020-10-02
371,8353806234,Formwork,Senior,BIHAR,Madhubani,12000,cash,23.0585819,72.5384141,2020-10-02
372,7187964379,Mason,Senior,RAJASTHAN,Banswara,8000,cash,23.0594521,72.5365655,2020-10-02
373,7812619719,Carpenter,Senior,GUJARAT,Dahod,15000,cash,23.0419495,72.5313896,2020-10-02
374,7979828919,Mason,Senior,RAJASTHAN,Banswara,19000,cash,23.059319,72.5417414,2020-10-02
375,7568675814,Mason,Junior,RAJASTHAN,Banswara,9000,cash,23.0585819,72.5384141,2020-10-02
376,7154745551,Mason,Senior,RAJASTHAN,Banswara,8000,cash,23.059855,72.5387921,2020-10-02
377,5940180040,Mason,Junior,RAJASTHAN,Banswara,9000,cash,23.0580031,72.5392824,2020-10-02
378,7059717054,Scaffolding,Senior,MADHYA PRADESH,Jhabua,15000,cash,23.0416981,72.5291712,2020-10-02
379,9832923839,Mason,Senior,RAJASTHAN,Banswara,8000,cash,23.0598411,72.5387909,2020-10-02
380,8072588602,Scaffolding,Senior,BIHAR,Araria,21000,cash,23.0421837,72.5302804,2020-10-02
381,6152395346,Formwork,Senior,UTTAR PRADESH,Siddharthnagar,12000,cash,23.0580031,72.5392824,2020-10-02
382,9959187730,Mason,Senior,WEST BENGAL,Malda,15000,cash,23.0212171,72.5358261,2020-10-02
383,4207690959,Mason,Senior,WEST BENGAL,Malda,14000,cash,23.0212171,72.5358261,2020-10-02
384,3931929326,Mason,Senior,WEST BENGAL,Malda,15000,cash,23.0212171,72.5358261,2020-10-02
385,9568180201,Labourer,Senior,GUJARAT,Patan,15000,cash,22.9561271,72.5846106,2020-10-29
386,5626835519,Mason,Junior,RAJASTHAN,Banswara,9000,cash,22.9568698,72.5844265,2020-10-29
387,1460277203,Mason,Senior,RAJASTHAN,Banswara,8000,cash,22.9568785,72.5844267,2020-10-29
388,6196366653,Mason,Junior,RAJASTHAN,Banswara,8000,cash,22.9568722,72.5844245,2020-10-29
389,2423843094,Mason,Junior,RAJASTHAN,Banswara,7000,cash,22.9572897,72.5840815,2020-10-29
390,7075929678,Mason,Senior,RAJASTHAN,Banswara,12000,cash,22.9568709,72.5844287,2020-10-30
391,8443870616,Mason,Senior,RAJASTHAN,Banswara,10000,cash,22.955117,72.5851919,2020-10-30
392,3094798847,Mason,Senior,RAJASTHAN,Banswara,12000,cash,22.956873,72.5844294,2020-10-30
393,5367617712,Plumber,Senior,GUJARAT,Dahod,8000,cash,23.0415896,72.5313896,2020-10-30
394,5527218491,Carpenter,Senior,GUJARAT,Dahod,8000,cash,23.0415896,72.5313896,2020-10-30
395,2816809504,Formwork,Junior,JHARKHAND,Garhwa,9000,cash,23.0156931,72.5675249,2020-10-30
396,4830583107,Labourer,Junior,UTTAR PRADESH,Sant Kabir Nagar,12000,cash,23.0388533,72.5928369,2020-10-30
397,8400885905,Formwork,Senior,JHARKHAND,Garhwa,10000,cash,23.0227824,72.5369352,2020-10-30
398,7059717054,Formwork,Senior,BIHAR,Muzaffarpur,15000,cash,23.0227824,72.5369352,2020-10-30
399,1324041345,Formwork,Junior,BIHAR,Muzaffarpur,8000,cash,23.0227824,72.5369352,2020-10-30
400,4281539163,Mason,Junior,MADHYA PRADESH,Jhabua,9000,cash,23.0971797,72.5550503,2020-10-30
401,8877068340,Electrician,Senior,BIHAR,Pashchim Champaran,15000,cash,23.0203772,72.5366501,2020-10-30
402,1868317632,RCC,Junior,MADHYA PRADESH,Jhabua,9000,cash,23.0949364,72.554311,2020-10-30
403,8069153348,Carpenter,Junior,UTTAR PRADESH,Kushinagar,10000,cash,23.0203772,72.5366501,2020-10-30
404,3237776242,Tiling,Senior,GUJARAT,Dahod,18000,cash,23.0884823,72.5513535,2020-10-30
405,9917635390,Electrician,Senior,BIHAR,Pashchim Champaran,15000,cash,23.0203772,72.5366501,2020-10-30
406,5790285918,Tiling,Senior,GUJARAT,Dahod,18000,cash,23.0948944,72.5539413,2020-10-30
407,7211809886,Excavation,Senior,UTTAR PRADESH,Sonbhadra,18000,cash,23.0884823,72.5513535,2020-10-30
408,7413625588,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0942954,72.5498593,2020-10-30
409,9732287746,Mason,Junior,GUJARAT,Dahod,9000,cash,23.0949364,72.554311,2020-10-30
410,6001242346,Factory Labour,Junior,GUJARAT,Dahod,9000,bank,22.9624238,72.5602258,2020-10-30
411,7524961062,Mason,Junior,GUJARAT,Mahisagar,9000,cash,23.0953308,72.5609652,2020-10-30
412,6107918448,Mason,Senior,RAJASTHAN,Banswara,9000,cash,22.9636026,72.5642922,2020-10-30
413,7059717054,Mason,Senior,GUJARAT,Dahod,6000,cash,22.9636026,72.5642922,2020-10-30
414,5771013163,Formwork,Senior,UTTAR PRADESH,Kushinagar,15000,cash,23.0577767,72.540811,2020-10-30
415,5645217511,Factory Labour,Junior,GUJARAT,Dahod,6000,cash,22.9623821,72.5598561,2020-10-30
416,5742533286,Carpenter,Junior,MADHYA PRADESH,Jhabua,9000,cash,23.0416981,72.5291712,2020-10-30
417,7639808332,Factory Labour,Junior,RAJASTHAN,Banswara,9000,cash,22.9659401,72.5594865,2020-10-30
418,4886536541,Electrician,Junior,BIHAR,Pashchim Champaran,9000,cash,23.0212171,72.5358261,2020-10-30
419,2664776664,Carpenter,Junior,MADHYA PRADESH,Jhabua,9000,cash,23.042376,72.5288015,2020-10-30
420,9876870439,Plastering,Junior,GUJARAT,Bhavnagar,7000,cash,23.0577906,72.5408515,2020-10-30
421,8420855933,Factory Labour,Junior,GUJARAT,Dahod,9000,cash,22.9659401,72.5594865,2020-10-30
422,4274870280,Factory Labour,Junior,GUJARAT,Dahod,6000,cash,22.9652619,72.5598561,2020-10-30
423,2695733423,Factory Labour,Junior,GUJARAT,Ahmadabad,9000,cash,22.9652619,72.5598561,2020-10-30
424,9031520901,Mason,Senior,GUJARAT,Dahod,8000,cash,23.0598865,72.5388718,2020-10-30
425,9323204007,Carpenter,Junior,MADHYA PRADESH,Jhabua,9000,cash,23.0431796,72.529541,2020-10-30
426,4949118396,Factory Labour,Senior,GUJARAT,Dahod,9000,cash,22.9636026,72.5642922,2020-10-30
427,1420888934,Factory Labour,Junior,GUJARAT,Dahod,6000,cash,22.9651522,72.5620742,2020-10-30
428,9174398617,Formwork,Senior,UTTAR PRADESH,Kushinagar,12000,cash,23.0579775,72.5394197,2020-10-30
429,5348956486,Factory Labour,Junior,GUJARAT,Dahod,7000,cash,22.9652619,72.5598561,2020-10-30
430,4519615093,Electrician,Junior,BIHAR,Pashchim Champaran,9000,cash,23.0212171,72.5358261,2020-10-30
431,7059717054,Electrician,Junior,BIHAR,Pashchim Champaran,9000,cash,23.0227824,72.5369352,2020-10-30
432,7460113077,Electrician,Senior,JHARKHAND,Gumla,14000,cash,23.0205448,72.5362018,2020-10-30
433,2267966848,Mason,Senior,GUJARAT,Ahmadabad,5000,cash,23.0069629,72.6225321,2020-10-30
434,1220750044,Fabrication,Senior,UTTAR PRADESH,Ballia,8000,cash,22.9654864,72.6250275,
435,5543468429,Mason,Senior,GUJARAT,Ahmadabad,9000,cash,22.9732012,72.5864255,
436,3523790127,Plumber,Senior,GUJARAT,Valsad,18000,cash,23.093154,72.5576381,
437,9880021825,Factory Labour,Senior,RAJASTHAN,Barmer,18000,cash,22.9751934,72.5789913,
438,1866123044,Factory Labour,Junior,ANDHRA PRADESH,Krishna,12000,cash,22.9751934,72.5789913,
439,5811969112,Factory Labour,Junior,BIHAR,Banka,11000,cash,22.9751934,72.5789913,
440,8342577767,Factory Labour,Junior,BIHAR,Banka,12000,cash,22.9751934,72.5789913,
441,5940674812,Factory Labour,Senior,BIHAR,Banka,13000,cash,22.973366,72.5862455,
442,8705508242,Factory Labour,Senior,BIHAR,Banka,15000,cash,22.973366,72.5862455,
443,3619696346,Factory Labour,Senior,BIHAR,Banka,12000,cash,22.973366,72.5862455,
444,2034069133,Factory Labour,Senior,BIHAR,Araria,14000,cash,22.973366,72.5862455,
445,7059717054,Mason,Junior,GUJARAT,Bhavnagar,8000,cash,22.9447907,72.6237043,
446,5290825643,Formwork,Junior,ANDHRA PRADESH,Chittoor,8000,cash,23.05837833,72.53982833,
447,6016172946,Formwork,Senior,MADHYA PRADESH,Betul,12000,cash,23.0580214,72.5394065,
448,2216863556,Formwork,Senior,MADHYA PRADESH,Betul,12000,cash,23.0606979,72.5388982,
449,4016713457,Carpenter,Junior,BIHAR,Katihar,12000,cash,23.0227824,72.5369352,
450,5244233217,Carpenter,Junior,BIHAR,Katihar,12000,cash,23.0212171,72.5358261,
451,8349625212,Mason,Senior,MADHYA PRADESH,Jhabua,15000,cash,23.0212171,72.5358261,
452,1284192853,Mason,Junior,WEST BENGAL,Malda,12000,cash,23.0204748,72.5365962,
453,7259601948,Mason,Junior,WEST BENGAL,Malda,12000,cash,23.0197377,72.5291341,
454,4016713457,Mason,Junior,RAJASTHAN,Udaipur,10000,cash,23.0044507,72.5523406,
455,4084936892,Factory Labour,Junior,GUJARAT,Ahmadabad,9000,cash,22.9731931,72.5862886,
456,7028642106,Formwork,Senior,WEST BENGAL,Birbhum,15000,cash,23.0204535,72.5367988,
457,5522731722,Formwork,Senior,WEST BENGAL,Paschim Bardhaman,14000,cash,23.0197419,72.5291406,
458,7059717054,Formwork,Junior,WEST BENGAL,Birbhum,10000,cash,23.0197377,72.5291341,
459,7653826449,Labourer,Junior,WEST BENGAL,Malda,12000,cash,23.0197419,72.5291406,
460,9893081480,Plastering,Junior,WEST BENGAL,Malda,12000,cash,23.0197419,72.5291406,
461,8587800344,Mason,Senior,WEST BENGAL,Malda,15000,cash,23.0197396,72.5291345,
462,2290629339,Labourer,Senior,MADHYA PRADESH,Jhabua,15000,cash,23.0197419,72.5291406,
463,8908739757,Mason,Junior,MADHYA PRADESH,Jhabua,7500,cash,23.0201209,72.5379607,
464,1896899113,Factory Labour,Senior,BIHAR,Gopalganj,13000,cash,22.9725835,72.5864715,
465,9649192034,Mason,Senior,RAJASTHAN,Dungarpur,12000,cash,22.9792191,72.5070378,
466,8251309195,Plastering,Senior,RAJASTHAN,Dungarpur,12000,cash,22.9792191,72.5070378,
467,8869291009,Formwork,Senior,MADHYA PRADESH,Betul,12000,bank,23.0578517,72.5402364,
468,3843956100,Formwork,Senior,MADHYA PRADESH,Betul,14000,cash,23.0607519,72.5389339,
469,3685516240,Plastering,Junior,UTTAR PRADESH,Jaunpur,9000,cash,23.059656,72.5386097,
470,3026075088,Mason,Junior,MADHYA PRADESH,Harda,9000,cash,23.0580991,72.5387413,
471,4016713457,Mason,Junior,MADHYA PRADESH,Dhar,9000,cash,23.0581844,72.5383558,
472,3642309941,Mason,Junior,MADHYA PRADESH,Dhar,9000,cash,23.0613373,72.5412144,
473,5620898686,Mason,Senior,MADHYA PRADESH,Dhar,9000,cash,23.0577511,72.5400682,
474,4016713457,Mason,Senior,UTTAR PRADESH,Mau,12000,cash,23.0576347,72.5392183,
475,1387884550,Formwork,Senior,UTTAR PRADESH,Basti,12000,cash,23.0579124,72.5403772,
476,8422306883,Labourer,Junior,GUJARAT,Patan,9000,cash,23.0930529,72.5535716,
477,2512878522,Formwork,Junior,MADHYA PRADESH,Chhindwara,9000,cash,23.0580945,72.5398037,
478,9332410309,Formwork,Junior,MADHYA PRADESH,Chhindwara,9000,cash,23.0577395,72.5407028,
479,4016713457,Formwork,Senior,MADHYA PRADESH,Betul,12000,cash,23.0580696,72.5397212,
480,5702519462,Formwork,Junior,MADHYA PRADESH,Chhindwara,9000,cash,23.0579586,72.5401431,
481,8035664115,Formwork,Senior,MADHYA PRADESH,Chhindwara,12000,cash,23.0579586,72.5401431,
482,8703411685,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
483,3754423747,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
484,7698547292,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
485,5638763199,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
486,3568208423,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
487,4742370794,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
488,3395993610,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
489,8820574108,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
490,5011447691,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
491,1558623990,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
492,9333344416,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
493,8221044851,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,23.0481493,72.6383075,
494,2685496041,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
495,4016713457,Plastering,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
496,7224599387,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
497,6396809158,Tiling,Senior,GUJARAT,Ahmadabad,20000,bank,22.9554547,72.5846233,
498,4358496415,Labourer,Senior,RAJASTHAN,Barmer,18000,cash,22.9561139,72.5846238,
499,9066838547,Labourer,Senior,RAJASTHAN,Barmer,18000,cash,22.9561139,72.5846238,
500,7188528094,Labourer,Senior,RAJASTHAN,Barmer,18000,cash,22.9730417,72.5905374,
